salary,gender,10percentage,12graduation,12percentage,12board,degree,specialization,collegegpa,graduationyear,english,logical,quant,domain,computerprogramming,computerscience,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,period
350000,m,84.0,1970-01-01 00:00:00.000002010,85.0,ICSE,B.Tech/B.E.,CSE,73.4,1970-01-01 00:00:00.000002014,640,605,605,0.911395278391328,575,500,-0.0154,0.5454,0.4711,-0.4879,-0.0943,8
420000,m,71.0,1970-01-01 00:00:00.000002008,59.4,STATE BOARD,B.Tech/B.E.,CSE,67.0,1970-01-01 00:00:00.000002012,515,565,655,0.953899775079926,565,530,0.51,-0.0842,-0.8157,-0.0552,0.0284,9
105000,m,72.0,1970-01-01 00:00:00.000002008,68.0,STATE BOARD,MCA,CA,70.0,1970-01-01 00:00:00.000002015,315,395,320,0.356536487724475,495,346,-0.5899,-0.6201,-0.1437,0.0192,-2.0105,0
370000,f,90.0,1970-01-01 00:00:00.000002007,83.2,CBSE,B.Tech/B.E.,EEE,88.1,1970-01-01 00:00:00.000002012,630,580,560,0.622642915849938,465,284,0.5591,0.5454,0.1637,-0.3612,1.0554,9
230000,f,86.4,1970-01-01 00:00:00.000002008,83.2,CBSE,B.Tech/B.E.,ECE,74.25,1970-01-01 00:00:00.000002012,615,605,680,0.943272157866555,-1,407,-1.0208,-0.2871,-0.2974,1.4136,0.8637,1
325000,m,67.42,1970-01-01 00:00:00.000002010,85.5,STATE BOARD,B.Tech/B.E.,CSE,75.04,1970-01-01 00:00:00.000002014,590,520,605,0.842248322257836,515,469,0.1282,-0.4536,-0.2974,0.5262,-2.0105,8
150000,f,72.0,1970-01-01 00:00:00.000002008,69.8,STATE BOARD,B.Tech/B.E.,IT,67.84,1970-01-01 00:00:00.000002014,420,385,440,0.23780283983757,395,315,0.5591,0.3789,0.9322,-0.7415,-0.0943,1
135000,m,72.0,1970-01-01 00:00:00.000002008,67.0,STATE BOARD,B.Tech/B.E.,CSE,62.0,1970-01-01 00:00:00.000002012,370,370,320,0.144789889482462,405,284,0.1282,1.0449,0.9322,1.9207,1.247,2
300000,f,84.16,1970-01-01 00:00:00.000002009,81.7,STATE BOARD,B.Tech/B.E.,CSE,66.07,1970-01-01 00:00:00.000002013,440,485,605,0.978799292641428,495,561,1.8517,0.7119,1.0859,-0.7415,-0.2859,8
100000,m,76.2,1970-01-01 00:00:00.000002010,63.8,CBSE,B.Tech/B.E.,CSE,66.0,1970-01-01 00:00:00.000002014,455,455,465,0.144789889482462,335,284,-1.308,0.3789,-0.9122,0.2727,0.0973,1
180000,m,71.5,1970-01-01 00:00:00.000002009,68.0,CBSE,B.Tech/B.E.,CSE,69.0,1970-01-01 00:00:00.000002013,450,620,430,0.486747008438193,405,376,-1.8825,0.5454,0.4711,2.6814,-1.0524,1
150000,m,84.0,1970-01-01 00:00:00.000002009,87.7,STATE BOARD,B.Tech/B.E.,ECE,70.02,1970-01-01 00:00:00.000002013,510,420,320,0.622642915849938,385,284,1.9953,0.5454,0.1637,0.5262,0.6721,8
330000,m,71.5,1970-01-01 00:00:00.000002009,70.0,CBSE,B.Tech/B.E.,IT,81.3,1970-01-01 00:00:00.000002014,535,510,475,0.744758354008939,525,438,0.99,0.0459,-0.1437,0.0192,0.4805,1
310000,m,74.5,1970-01-01 00:00:00.000002008,69.5,CBSE,B.Tech/B.E.,CSE,85.0,1970-01-01 00:00:00.000002013,440,510,665,0.911395278391328,465,500,1.2772,0.7119,1.547,-0.1076,1.0554,8
120000,m,76.64,1970-01-01 00:00:00.000002010,61.16,STATE BOARD,B.Tech/B.E.,CSE,61.48,1970-01-01 00:00:00.000002014,535,455,355,0.0409993103614119,425,223,-0.0154,0.3789,1.2396,-0.8682,0.8637,7
350000,f,81.0,1970-01-01 00:00:00.000002009,77.0,STATE BOARD,B.Tech/B.E.,IT,74.0,1970-01-01 00:00:00.000002013,695,555,415,0.622642915849938,515,407,0.1282,0.8784,-0.2974,0.3995,-0.4776,8
240000,m,61.69,1970-01-01 00:00:00.000002008,60.66,STATE BOARD,MCA,CA,77.5,1970-01-01 00:00:00.000002014,440,605,520,0.356536487724475,575,346,0.5591,0.3789,0.6248,0.3995,-1.0524,8
325000,m,88.8,1970-01-01 00:00:00.000002010,70.04,CBSE,B.Tech/B.E.,IT,76.0,1970-01-01 00:00:00.000002014,650,680,485,0.356536487724475,415,346,-1.1644,0.0459,0.1637,-0.2344,-1.244,8
320000,f,81.7,1970-01-01 00:00:00.000002008,88.7,STATE BOARD,B.Tech/B.E.,CSE,75.35,1970-01-01 00:00:00.000002012,335,530,430,0.842248322257836,505,469,0.99,0.8784,0.9322,-1.3753,0.2889,1
470000,f,65.3,1970-01-01 00:00:00.000002006,74.0,STATE BOARD,MCA,CA,89.0,1970-01-01 00:00:00.000002013,505,555,715,0.953899775079926,585,530,0.2718,0.3789,-0.4511,0.3995,0.6721,2
95000,m,64.57,1970-01-01 00:00:00.000002005,49.67,STATE BOARD,MCA,CA,81.48,1970-01-01 00:00:00.000002013,380,560,455,0.486747008438193,565,376,-0.3027,-0.1206,-0.2974,0.7798,-1.0524,1
120000,m,72.2,1970-01-01 00:00:00.000002008,69.2,CBSE,B.Tech/B.E.,CSE,63.4,1970-01-01 00:00:00.000002013,475,460,615,0.486747008438193,515,376,1.5644,0.5454,0.6248,-1.8824,0.4805,1
120000,m,78.0,1970-01-01 00:00:00.000002010,66.6,CBSE,B.Tech/B.E.,CSE,70.0,1970-01-01 00:00:00.000002014,370,300,485,0.356536487724475,435,346,-0.5899,-3.1176,-0.7585,-0.2344,-2.5853,8
340000,m,92.0,1970-01-01 00:00:00.000002010,73.4,CBSE,B.Tech/B.E.,ECE,75.8,1970-01-01 00:00:00.000002014,650,605,680,0.92879364903175,-1,438,0.2718,0.0459,0.3174,-0.7415,-2.2021,8
330000,m,86.0,1970-01-01 00:00:00.000002010,88.0,STATE BOARD,B.Tech/B.E.,CSE,69.0,1970-01-01 00:00:00.000002014,580,485,665,0.622642915849938,505,407,0.2718,0.0459,0.3174,0.0192,-0.4776,1
550000,f,90.0,1970-01-01 00:00:00.000002009,82.1,STATE BOARD,B.Tech/B.E.,CSE,85.0,1970-01-01 00:00:00.000002014,640,530,705,0.486747008438193,615,376,0.99,0.7119,-0.1437,-1.1218,0.8637,8
325000,m,82.0,1970-01-01 00:00:00.000002010,78.8,CBSE,B.Tech/B.E.,CSE,71.0,1970-01-01 00:00:00.000002014,555,610,795,0.996744486852253,495,623,-0.3027,0.3789,-0.2974,-0.6147,-0.8608,8
145000,m,59.71,1970-01-01 00:00:00.000002007,54.14,STATE BOARD,MCA,CA,74.2,1970-01-01 00:00:00.000002013,265,420,310,0.144789889482462,295,284,-0.3027,-1.2861,0.7785,0.2727,-1.4356,1
205000,f,73.2,1970-01-01 00:00:00.000002008,57.6,CBSE,B.Tech/B.E.,ECE,68.2,1970-01-01 00:00:00.000002012,475,505,375,0.622642915849938,-1,407,-0.0154,0.5454,0.7785,-1.5021,-1.0524,0
240000,f,93.0,1970-01-01 00:00:00.000002009,87.0,CBSE,B.Tech/B.E.,CSE,76.0,1970-01-01 00:00:00.000002013,630,605,535,0.23780283983757,585,315,-0.5899,0.5454,-0.4511,-0.4879,0.8637,9
200000,f,84.6,1970-01-01 00:00:00.000002009,84.25,STATE BOARD,B.Tech/B.E.,CSE,69.0,1970-01-01 00:00:00.000002013,525,595,495,0.23780283983757,505,315,1.2772,1.2114,0.6248,-0.4879,-0.2859,0
240000,f,69.0,1970-01-01 00:00:00.000002009,83.0,STATE BOARD,B.Tech/B.E.,CSE,71.64,1970-01-01 00:00:00.000002013,500,420,430,0.744758354008939,375,438,0.5591,1.2114,0.7785,-1.1218,1.247,1
240000,m,52.93,1970-01-01 00:00:00.000002008,64.0,STATE BOARD,B.Tech/B.E.,IT,73.0,1970-01-01 00:00:00.000002014,325,375,370,0.911395278391328,495,500,0.2718,-0.1206,0.3174,-1.8824,-0.4776,7
240000,m,76.0,1970-01-01 00:00:00.000002009,66.0,STATE BOARD,B.Tech/B.E.,IT,72.0,1970-01-01 00:00:00.000002013,545,485,340,0.144789889482462,395,284,-0.159,0.8784,0.01,-1.1218,0.4805,1
325000,m,89.0,1970-01-01 00:00:00.000002009,80.0,CBSE,B.Tech/B.E.,CSE,65.6,1970-01-01 00:00:00.000002014,595,545,500,0.744758354008939,465,438,-0.0154,-0.7866,1.2396,-1.8824,-1.8189,8
205000,f,88.8,1970-01-01 00:00:00.000002008,70.2,CBSE,B.Tech/B.E.,CSE,71.0,1970-01-01 00:00:00.000002013,455,555,405,0.842248322257836,445,469,1.1336,0.0459,0.3174,-1.8824,-0.0943,0
325000,m,76.5,1970-01-01 00:00:00.000002010,81.8,CBSE,B.Tech/B.E.,CSE,76.4,1970-01-01 00:00:00.000002014,380,645,620,0.991230625262871,675,592,0.5591,1.0449,0.1637,-1.7556,0.6721,8
500000,m,85.4,1970-01-01 00:00:00.000002010,71.6,CBSE,B.Tech/B.E.,CSE,84.0,1970-01-01 00:00:00.000002014,555,620,575,0.911395278391328,725,500,-1.8825,0.5454,-1.3733,-0.2344,1.4386,8
150000,m,91.4,1970-01-01 00:00:00.000002010,81.2,CBSE,B.Tech/B.E.,CSE,73.0,1970-01-01 00:00:00.000002015,755,640,740,0.998876108102859,685,653,-0.2632,0.8993,-0.4226,-0.3414,0.1275,0
335000,f,82.4,1970-01-01 00:00:00.000002009,69.16,ICSE,B.Tech/B.E.,IT,84.0,1970-01-01 00:00:00.000002014,615,470,470,0.744758354008939,365,438,0.5591,1.3779,1.2396,-0.995,0.2889,1
335000,m,61.0,1970-01-01 00:00:00.000002008,60.4,CBSE,B.Tech/B.E.,CSE,76.0,1970-01-01 00:00:00.000002013,535,480,390,0.23780283983757,515,315,1.4208,1.7109,0.7785,-0.995,-1.4356,8
275000,m,71.6,1970-01-01 00:00:00.000002009,80.8,STATE BOARD,B.Tech/B.E.,CSE,70.38,1970-01-01 00:00:00.000002013,420,470,415,0.23780283983757,485,315,0.8463,1.2114,-0.6048,1.6672,-0.0943,8
280000,m,74.0,1970-01-01 00:00:00.000002010,70.0,CBSE,B.Tech/B.E.,CSE,75.3,1970-01-01 00:00:00.000002014,450,495,575,0.486747008438193,544,376,-2.1698,-2.2851,-0.9122,0.3995,-3.1602,0
180000,m,59.2,1970-01-01 00:00:00.000002009,56.0,CBSE,B.Tech/B.E.,CSE,65.0,1970-01-01 00:00:00.000002014,440,555,310,0.911395278391328,555,500,-1.4517,-1.1196,-0.6048,0.9066,-0.8608,1
180000,m,89.0,1970-01-01 00:00:00.000002008,71.0,STATE BOARD,B.Tech/B.E.,ECE,65.2,1970-01-01 00:00:00.000002013,615,530,465,0.622642915849938,405,500,0.4155,0.8784,0.01,-2.3895,1.0554,1
150000,m,68.0,1970-01-01 00:00:00.000002009,64.0,ICSE,B.Tech/B.E.,CSE,61.12,1970-01-01 00:00:00.000002013,415,400,265,0.0800552813405495,404,253,0.99,1.0449,1.7007,1.4136,0.8637,0
185000,m,69.4,1970-01-01 00:00:00.000002010,63.4,CBSE,B.Tech/B.E.,IT,76.4,1970-01-01 00:00:00.000002014,535,610,460,0.144789889482462,535,284,0.8463,0.8784,0.4711,-1.8824,0.4805,8
300000,m,72.6,1970-01-01 00:00:00.000002009,82.5,STATE BOARD,B.Tech/B.E.,CSE,77.12,1970-01-01 00:00:00.000002013,605,425,295,0.622642915849938,375,407,0.8463,1.3779,0.1637,-2.3895,0.2889,0
240000,m,75.0,1970-01-01 00:00:00.000002008,67.0,CBSE,B.Tech/B.E.,CSE,68.0,1970-01-01 00:00:00.000002013,440,410,370,0.622642915849938,425,407,-0.3027,-0.2871,-1.0659,1.794,-0.8608,1
200000,f,70.6,1970-01-01 00:00:00.000002010,58.5,STATE BOARD,B.Tech/B.E.,IT,75.0,1970-01-01 00:00:00.000002014,640,505,405,0.911395278391328,345,500,1.1336,1.3779,0.7785,-1.8824,-0.6692,8
340000,m,81.25,1970-01-01 00:00:00.000002009,75.85,STATE BOARD,B.Tech/B.E.,CSE,81.0,1970-01-01 00:00:00.000002013,545,530,630,0.622642915849938,755,407,0.5591,0.5454,0.4711,-0.6147,1.247,1
325000,m,89.6,1970-01-01 00:00:00.000002011,95.8,STATE BOARD,B.Tech/B.E.,CSE,72.45,1970-01-01 00:00:00.000002015,545,545,690,0.144789889482462,455,284,-0.0154,-1.9521,-1.527,0.1459,-2.9686,7
120000,m,87.2,1970-01-01 00:00:00.000002009,85.9,STATE BOARD,B.Tech/B.E.,ECE,63.75,1970-01-01 00:00:00.000002013,525,510,430,0.622642915849938,465,438,0.1282,-0.1206,0.1637,0.5262,-0.0943,8
120000,m,82.28,1970-01-01 00:00:00.000002010,87.2,CBSE,B.Tech/B.E.,CS,77.26,1970-01-01 00:00:00.000002014,560,540,475,0.622642915849938,655,500,0.2718,0.7119,1.3933,-2.2627,0.2889,8
305000,m,60.0,1970-01-01 00:00:00.000002009,66.0,STATE BOARD,B.Tech/B.E.,CSE,60.0,1970-01-01 00:00:00.000002013,555,440,310,0.356536487724475,385,346,0.7027,0.0459,0.4711,-0.995,-0.2859,8
180000,m,65.0,1970-01-01 00:00:00.000002008,56.0,CBSE,MCA,CA,67.37,1970-01-01 00:00:00.000002014,465,560,365,0.842248322257836,465,469,1.4208,1.2114,0.6248,-1.7556,0.4805,8
330000,f,89.6,1970-01-01 00:00:00.000002010,85.7,STATE BOARD,B.Tech/B.E.,CSE,71.9,1970-01-01 00:00:00.000002014,490,495,355,0.23780283983757,395,315,0.5591,-0.7866,-1.527,-0.3612,0.4805,8
205000,m,54.0,1970-01-01 00:00:00.000002010,62.0,STATE BOARD,B.Tech/B.E.,CSE,62.0,1970-01-01 00:00:00.000002014,380,350,135,0.00275014510407798,385,130,-0.0154,-0.6201,-0.7585,-0.7415,0.0973,1
110000,m,67.0,1970-01-01 00:00:00.000002009,64.0,STATE BOARD,B.Tech/B.E.,IT,62.0,1970-01-01 00:00:00.000002013,325,370,260,0.0409993103614119,315,223,0.5591,0.2124,0.9322,1.1601,1.4386,1
155000,m,64.0,1970-01-01 00:00:00.000002007,60.0,STATE BOARD,MCA,CA,77.0,1970-01-01 00:00:00.000002013,385,410,330,0.0800552813405495,355,253,-0.8772,-0.1206,1.3933,0.3995,0.2889,8
190000,m,50.0,1970-01-01 00:00:00.000002009,56.0,STATE BOARD,B.Tech/B.E.,ECE,62.15,1970-01-01 00:00:00.000002013,405,330,210,0.376059586651545,305,253,-0.159,-0.1206,0.3174,0.0192,0.2889,1
205000,m,61.0,1970-01-01 00:00:00.000002004,60.3,CBSE,MCA,CA,71.0,1970-01-01 00:00:00.000002014,490,420,390,0.953899775079926,435,530,0.1282,0.2124,0.01,-0.4879,0.2889,8
105000,f,91.21,1970-01-01 00:00:00.000002010,79.9,STATE BOARD,B.Tech/B.E.,IT,61.89,1970-01-01 00:00:00.000002014,525,520,595,0.486747008438193,415,376,-0.4463,-2.1186,0.1637,0.5262,-2.3937,8
310000,f,65.0,1970-01-01 00:00:00.000002009,57.8,CBSE,B.Tech/B.E.,CSE,68.0,1970-01-01 00:00:00.000002013,475,470,320,0.23780283983757,415,315,0.5591,0.3789,-0.4511,-1.3753,0.0973,8
325000,m,86.6,1970-01-01 00:00:00.000002009,73.2,CBSE,B.Tech/B.E.,IT,75.0,1970-01-01 00:00:00.000002014,640,545,605,0.842248322257836,435,469,-1.5953,-0.9531,0.01,0.7798,0.4805,8
525000,m,78.16,1970-01-01 00:00:00.000002008,73.2,STATE BOARD,B.Tech/B.E.,CSE,76.54,1970-01-01 00:00:00.000002012,380,570,650,0.842248322257836,575,469,0.4155,-0.4536,0.4711,-1.2486,-0.0943,8
100000,m,88.66,1970-01-01 00:00:00.000002010,94.1,STATE BOARD,B.Tech/B.E.,ECE,84.78,1970-01-01 00:00:00.000002014,545,625,750,0.622642915849938,475,438,0.8463,0.2124,-0.9122,-2.3895,-1.4356,7
205000,m,78.0,1970-01-01 00:00:00.000002010,68.0,CBSE,B.Tech/B.E.,CSE,63.5,1970-01-01 00:00:00.000002014,625,485,235,0.842248322257836,315,469,-0.3027,0.2124,0.1637,0.1459,-0.0943,1
325000,f,80.46,1970-01-01 00:00:00.000002013,79.19,STATE BOARD,B.Tech/B.E.,IT,61.64,1970-01-01 00:00:00.000002013,395,705,355,0.911395278391328,455,500,1.2772,0.7119,0.1637,-1.2486,0.8637,1
210000,m,80.4,1970-01-01 00:00:00.000002010,60.2,STATE BOARD,B.Tech/B.E.,ECE,81.0,1970-01-01 00:00:00.000002014,370,335,565,0.649389714846691,625,376,1.8517,0.0459,0.4711,0.2727,1.247,1
300000,f,78.0,1970-01-01 00:00:00.000002010,73.0,CBSE,B.Tech/B.E.,IT,75.9,1970-01-01 00:00:00.000002014,490,445,320,0.744758354008939,395,438,-0.4463,1.0449,-0.4511,-0.1076,0.0973,7
145000,m,87.07,1970-01-01 00:00:00.000002010,71.5,STATE BOARD,B.Tech/B.E.,IT,76.0,1970-01-01 00:00:00.000002014,440,365,235,0.622642915849938,365,407,1.2772,-0.9531,0.3174,-1.6289,0.6721,1
820000,m,71.0,1970-01-01 00:00:00.000002006,60.0,STATE BOARD,MCA,CA,88.9,1970-01-01 00:00:00.000002014,520,510,780,0.486747008438193,535,376,1.2772,0.0459,1.2396,-0.6147,-0.2859,8
100000,m,77.12,1970-01-01 00:00:00.000002006,56.9,STATE BOARD,M.Tech./M.E.,CSE,72.5,1970-01-01 00:00:00.000002014,385,590,475,0.911395278391328,-1,500,0.8463,-0.4536,-0.1437,-1.1218,-1.244,1
170000,m,63.0,1970-01-01 00:00:00.000002008,60.0,STATE BOARD,B.Tech/B.E.,CSE,64.0,1970-01-01 00:00:00.000002012,370,280,250,0.356536487724475,315,346,0.99,-0.1206,-0.1437,-1.7556,-1.244,1
300000,m,74.0,1970-01-01 00:00:00.000002008,63.0,STATE BOARD,B.Tech/B.E.,CSE,63.2,1970-01-01 00:00:00.000002012,560,445,485,0.953899775079926,495,530,-0.3027,-0.4536,-1.3733,-0.3612,-0.2859,1
335000,m,86.15,1970-01-01 00:00:00.000002009,83.0,STATE BOARD,B.Tech/B.E.,CS,60.2,1970-01-01 00:00:00.000002013,560,505,585,0.842248322257836,615,469,-0.5899,1.0449,-1.3733,-0.995,-0.4776,8
180000,m,73.6,1970-01-01 00:00:00.000002009,66.6,STATE BOARD,B.Tech/B.E.,IT,76.0,1970-01-01 00:00:00.000002014,395,465,500,0.486747008438193,445,376,0.2718,1.3779,1.2396,0.1459,0.2889,8
180000,m,64.53,1970-01-01 00:00:00.000002007,75.0,STATE BOARD,MCA,CA,74.33,1970-01-01 00:00:00.000002013,435,515,325,0.842248322257836,485,469,1.4208,1.2114,-0.6048,-1.5021,1.247,9
300000,m,73.0,1970-01-01 00:00:00.000002009,65.0,CBSE,B.Tech/B.E.,CS,76.0,1970-01-01 00:00:00.000002014,450,460,355,0.144789889482462,415,284,0.4155,0.8784,0.9322,0.653,1.0554,7
180000,m,80.0,1970-01-01 00:00:00.000002010,66.66,CBSE,B.Tech/B.E.,CSE,64.06,1970-01-01 00:00:00.000002014,535,425,320,0.356536487724475,515,346,-0.3027,0.2124,-1.527,-0.3612,0.2889,7
450000,f,89.0,1970-01-01 00:00:00.000002010,82.0,CBSE,B.Tech/B.E.,ECE,72.0,1970-01-01 00:00:00.000002014,660,620,765,0.842248322257836,565,469,0.7027,1.2114,0.3174,-1.5021,-0.0943,1
315000,m,86.46,1970-01-01 00:00:00.000002011,85.57,STATE BOARD,B.Tech/B.E.,CSE,62.88,1970-01-01 00:00:00.000002015,500,620,720,0.842248322257836,645,469,-0.8772,0.7119,-1.527,-2.136,1.247,7
80000,m,82.62,1970-01-01 00:00:00.000002010,76.2,STATE BOARD,B.Tech/B.E.,IT,64.8,1970-01-01 00:00:00.000002014,605,510,515,0.991230625262871,495,592,0.8463,0.3789,0.9322,-0.7415,0.8637,8
310000,m,71.5,1970-01-01 00:00:00.000002007,80.5,STATE BOARD,MCA,CA,78.0,1970-01-01 00:00:00.000002013,405,575,635,0.622642915849938,665,407,1.1336,1.3779,1.547,-1.3753,0.8637,2
90000,f,88.0,1970-01-01 00:00:00.000002009,69.83,STATE BOARD,B.Tech/B.E.,ECE,67.57,1970-01-01 00:00:00.000002013,560,445,405,0.622642915849938,-1,376,-0.3027,-0.4536,-1.6807,-0.7415,-1.6273,0
450000,m,84.0,1970-01-01 00:00:00.000002010,78.8,CBSE,B.Tech/B.E.,CSE,67.27,1970-01-01 00:00:00.000002014,700,640,510,0.996744486852253,675,623,0.8463,0.5454,1.2396,-0.7415,1.0554,8
325000,m,70.0,1970-01-01 00:00:00.000002009,84.0,CBSE,B.Tech/B.E.,CSE,71.0,1970-01-01 00:00:00.000002014,675,480,570,0.23780283983757,495,315,0.99,0.7119,0.4711,-0.8682,1.0554,8
200000,f,78.0,1970-01-01 00:00:00.000002008,71.0,STATE BOARD,MCA,CA,85.0,1970-01-01 00:00:00.000002014,455,470,440,0.622642915849938,455,407,-1.7389,-3.6171,-1.9408,-0.3612,-5.686,8
350000,m,79.0,1970-01-01 00:00:00.000002009,76.0,STATE BOARD,B.Tech/B.E.,IT,68.0,1970-01-01 00:00:00.000002013,415,500,415,0.622642915849938,405,407,0.5591,0.0459,-0.2974,0.2727,-1.0524,8
200000,m,72.0,1970-01-01 00:00:00.000002010,73.0,CBSE,B.Tech/B.E.,CSE,69.0,1970-01-01 00:00:00.000002014,535,520,400,0.486747008438193,355,376,-0.159,-0.6201,-1.527,-0.4879,-1.8189,8
320000,m,75.0,1970-01-01 00:00:00.000002010,71.6,STATE BOARD,B.Tech/B.E.,CSE,68.75,1970-01-01 00:00:00.000002014,290,485,310,0.744758354008939,435,438,1.4208,0.2124,0.9322,-1.5021,1.247,8
355000,m,62.0,1970-01-01 00:00:00.000002009,63.0,STATE BOARD,B.Tech/B.E.,IT,61.0,1970-01-01 00:00:00.000002013,455,340,440,0.0800552813405495,405,253,-0.159,-0.4536,0.01,0.3995,-1.0524,2
300000,f,81.6,1970-01-01 00:00:00.000002010,81.0,CBSE,B.Tech/B.E.,CSE,75.85,1970-01-01 00:00:00.000002014,425,505,505,0.622642915849938,495,407,-0.5719,0.8518,0.4906,1.5899,0.1864,8
245000,f,83.0,1970-01-01 00:00:00.000002010,87.0,STATE BOARD,B.Tech/B.E.,CSE,73.94,1970-01-01 00:00:00.000002014,615,535,210,0.991230625262871,515,592,1.4208,1.0449,0.01,-1.3753,0.6721,7
200000,m,77.0,1970-01-01 00:00:00.000002009,75.5,STATE BOARD,B.Tech/B.E.,IT,69.3,1970-01-01 00:00:00.000002013,370,390,285,0.486747008438193,315,376,-0.5899,-1.9521,0.3174,1.1601,-2.3937,1
600000,m,87.3,1970-01-01 00:00:00.000002010,89.9,STATE BOARD,B.Tech/B.E.,CSE,67.2,1970-01-01 00:00:00.000002014,500,525,705,0.744758354008939,645,438,0.1282,0.5454,0.01,-1.5021,-0.0943,8
205000,m,60.2,1970-01-01 00:00:00.000002010,65.0,STATE BOARD,B.Tech/B.E.,IT,75.0,1970-01-01 00:00:00.000002014,300,335,345,0.356536487724475,375,346,-0.0154,1.2114,0.9322,0.0192,1.4386,0
200000,m,90.6,1970-01-01 00:00:00.000002009,79.3,STATE BOARD,B.Tech/B.E.,CSE,65.7,1970-01-01 00:00:00.000002013,430,350,475,0.622642915849938,515,407,1.4208,1.2114,1.2396,-1.1218,1.247,8
180000,m,80.6,1970-01-01 00:00:00.000002009,74.6,CBSE,B.Tech/B.E.,CSE,57.5,1970-01-01 00:00:00.000002014,485,440,445,0.356536487724475,485,346,0.2718,0.2124,0.7785,1.9207,-0.6692,1
320000,m,75.0,1970-01-01 00:00:00.000002010,67.75,STATE BOARD,B.Tech/B.E.,CSE,72.9,1970-01-01 00:00:00.000002014,415,280,365,0.911395278391328,285,500,-0.8772,-0.4536,0.6248,-0.1076,0.6721,0
300000,f,81.0,1970-01-01 00:00:00.000002010,66.3,STATE BOARD,B.Tech/B.E.,CSE,76.3,1970-01-01 00:00:00.000002014,675,510,400,0.622642915849938,415,407,-0.0154,1.0449,0.4711,-0.995,-0.2859,8
655000,f,92.6,1970-01-01 00:00:00.000002010,94.6,CBSE,B.Tech/B.E.,CSE,83.0,1970-01-01 00:00:00.000002014,710,640,650,0.486747008438193,675,376,-0.7335,-0.4536,0.6248,0.5262,-0.4776,8
315000,m,86.8,1970-01-01 00:00:00.000002009,63.6,STATE BOARD,B.Tech/B.E.,CSE,85.2,1970-01-01 00:00:00.000002014,570,495,740,0.996744486852253,635,623,0.2718,0.7119,-1.2196,1.1601,0.2889,0
395000,m,86.13,1970-01-01 00:00:00.000002008,82.5,STATE BOARD,B.Tech/B.E.,CS,67.38,1970-01-01 00:00:00.000002012,625,545,535,0.842248322257836,575,469,-3.1994,-1.8393,-1.9405,1.3549,-1.2354,9
350000,m,91.3,1970-01-01 00:00:00.000002009,91.2,STATE BOARD,B.Tech/B.E.,ECE,70.0,1970-01-01 00:00:00.000002013,520,605,855,0.229481754911755,315,407,-0.0154,0.8784,-0.6048,-0.995,0.4805,2
380000,m,80.4,1970-01-01 00:00:00.000002009,92.25,STATE BOARD,B.Tech/B.E.,ECE,67.22,1970-01-01 00:00:00.000002014,755,620,570,0.622642915849938,595,469,-0.7335,-0.4536,1.7007,0.0192,0.0973,8
140000,m,77.2,1970-01-01 00:00:00.000002009,71.2,CBSE,B.Tech/B.E.,CSE,74.09,1970-01-01 00:00:00.000002014,455,495,370,0.0409993103614119,425,223,0.1282,-0.9531,-0.1437,0.1459,-0.0943,0
300000,m,83.0,1970-01-01 00:00:00.000002008,70.0,STATE BOARD,B.Tech/B.E.,CSE,72.0,1970-01-01 00:00:00.000002013,385,640,690,0.996744486852253,655,623,-0.7335,0.3789,-0.1437,0.2727,0.4805,1
400000,m,73.0,1970-01-01 00:00:00.000002006,61.6,CBSE,B.Tech/B.E.,IT,66.9,1970-01-01 00:00:00.000002013,595,570,725,0.953899775079926,535,530,-0.4463,0.5454,0.4711,0.7798,-0.8608,8
120000,m,48.0,1970-01-01 00:00:00.000002008,54.0,STATE BOARD,B.Tech/B.E.,IT,56.0,1970-01-01 00:00:00.000002014,325,335,390,0.356536487724475,185,346,-1.308,-1.7856,0.01,0.0192,-2.3937,1
325000,m,96.0,1970-01-01 00:00:00.000002010,79.5,STATE BOARD,B.Tech/B.E.,CSE,90.0,1970-01-01 00:00:00.000002014,765,670,720,0.842248322257836,575,469,-0.4463,1.2114,0.9322,1.1601,-0.0943,8
135000,f,64.0,1970-01-01 00:00:00.000002010,63.6,STATE BOARD,B.Tech/B.E.,CSE,75.9,1970-01-01 00:00:00.000002014,420,510,475,0.911395278391328,465,500,0.4155,-0.1206,-0.2974,-2.0092,-0.4776,8
120000,m,85.0,1970-01-01 00:00:00.000002009,85.6,STATE BOARD,M.Tech./M.E.,CSE,80.0,1970-01-01 00:00:00.000002015,630,510,485,0.622642915849938,585,407,1.2772,0.0459,0.3174,-0.995,1.0554,1
250000,m,71.0,1970-01-01 00:00:00.000002009,60.0,CBSE,B.Tech/B.E.,IT,63.0,1970-01-01 00:00:00.000002013,465,355,515,0.356536487724475,425,346,-3.1994,-0.9033,-1.2148,-0.0552,-2.0253,1
265000,f,85.83,1970-01-01 00:00:00.000002010,86.0,STATE BOARD,B.Tech/B.E.,IT,86.0,1970-01-01 00:00:00.000002014,315,480,295,0.144789889482462,365,284,-0.159,-1.2861,-0.9122,-2.0092,-1.244,1
180000,m,79.6,1970-01-01 00:00:00.000002008,50.4,STATE BOARD,B.Tech/B.E.,CS,58.1,1970-01-01 00:00:00.000002014,640,520,390,0.953899775079926,435,530,-0.8772,-0.4536,-0.9122,0.653,-1.244,1
